Incident Type,Location,Summary,Timestamp,Price Category,Latitude,Longitude
Petty Theft ‐ Micro Mobility Device,Lyman Lane,"Secured electric scooter stolen, loss $350.00",2024-03-12 19:25:00,Expensive,32.8793588,-117.2353782
Petty Theft ‐ Micro Mobility Device,Center Hall,"Unsecured electric scooter stolen, loss $400.00",2024-03-13 21:50:00,Expensive,32.8775468,-117.2374084
Petty Theft ‐ Motor Vehicle Theft,Warren Lecture Hall,"Unsecured electric scooter stolen, loss $900.00",2024-03-14 20:00:00,Expensive,32.8805918,-117.2344208
Petty Theft,Charles David Keeling Apartments,"Secured bicycle stolen, loss $355.00",2024-03-14 19:00:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Pines Restaurant,"Secured electric scooter stolen, loss $370.00",2024-03-09 11:27:00,Expensive,,
Grand Theft,Israni Biomedical Research Facility,"Secured bicycle stolen, loss $1,000.00",2024-03-14 17:00:00,Medium,32.8744664,-117.2349451
Petty Theft,Discovery Way,"Unsecured bicycle stolen, loss $200.00",2024-03-16 07:50:00,Expensive,32.8700627,-117.2478957
Outside Agency Warrant Arrest/ Grand Theft / Obstruct Police Officer,Mesa Apartments Central,Officer responded to a report of a bike theft in progress and contacted a male actively attempting to cut the lock of an electric scooter,2024-03-16 08:54:00,Low,32.87382780000001,-117.2215649
Grand Theft,Mesa Apartments Central,"Secured bicycle stolen, loss $1,100.00",2024-03-16 19:00:00,Low,32.87382780000001,-117.2215649
Petty Theft,Keeling Building,"Secured bicycle stolen, loss $100.00",2024-03-16 14:40:00,Medium,,
Petty Theft,Blake Hall,"Secured bicycle stolen, loss $150.00",2024-03-17 22:00:00,Low,32.8749765,-117.2417333
Pretty Theft - Micro Mobility Device,RIMAC - Liontree Arena,"Secured electric scooter stolen, loss $600.00",2024-03-18 16:50:00,Expensive,32.8852786,-117.2391227
Petty Theft,Mesa Apartments Central,"Secured bicycle stolen, loss $599.00",2024-03-16 08:15:00,Expensive,32.87382780000001,-117.2215649
Petty Theft,Mesa Apartments Central,"Secured bicycle stolen, loss $200.00",2024-06-17 18:45:00,Expensive,32.87382780000001,-117.2215649
Petty Theft - Micro Mobility Device,Recreation Gymnasium,"Secured electric scooter stolen, loss $220.00",2024-03-19 14:45:00,Expensive,,
Petty Theft,Center Hall,"Secured bicycle stolen, loss $300.00",2024-03-19 16:25:00,Expensive,32.8775468,-117.2374084
Grand Theft,East Campus Office Building,"Secured bicycle stolen, loss $2,500.00",2024-03-19 15:45:00,Expensive,32.8764715,-117.2274676
Grand Theft - Micro Mobility Device,Ridge Walk Academic Building,"Secured electric bicycle stolen, loss $1,000.00",2024-03-12 18:30:00,Medium,32.8816297,-117.2407435
Petty Theft - Micro Mobility Device,Otterson Hall,"Secured electric scooter stolen, loss $900.00",2024-03-21 15:50:00,Expensive,32.8865929,-117.2411101
Petty Theft - Micro Mobility Device,Geisel Library,"Secured electric bicycle stolen, loss $500.00",2024-03-22 19:00:00,Expensive,32.881092,-117.2375659
Petty Theft - Micro Mobility Device,Solis Hall,"Secured electric scooter stolen, loss $400.00",2024-03-22 10:00:00,Expensive,32.8809145,-117.2397849
Petty Theft - Micro Mobility Device,Ledden Auditorium,"Secured electric scooter stolen, loss $450.00",2024-03-22 18:01:00,Expensive,32.87885540000001,-117.2416896
Petty Theft - Micro Mobility Device,Main Gym,"Secured electric scooter stolen, loss $700.00",2024-03-22 22:50:00,Expensive,,
Petty Theft - Micro Mobility Device,Pines Restaurant,"Secured electric scooter stolen, loss $370.00",2024-03-09 11:27:00,Expensive,,
Petty Theft - Bicycle,Cala,"Secured bicycle stolen from 5th floor bike racks, loss $500.00",2024-02-29 13:11:00,Expensive,,
Petty Theft,Trolley ‐ Central Campus Station,"Secured bicycle stolen, loss $700.00",2024-03-29 02:30:00,Expensive,32.878353,-117.231842
Petty Theft - Micro Mobility Theft,Design & Innovation Building,"Secured electric scooter stolen, loss $300.00",2024-03-31 12:30:00,Expensive,32.8794117,-117.2322377
Petty Theft of Micro Mobility Device,Scholars Drive N,"Electric scooter stolen, loss $400.00",2024-04-02 11:00:00,Expensive,32.8842874,-117.2424066
Petty Theft of Micro Mobility Device,Canyon Vista,"Unsecured electric bicycle stolen, loss $350.00",2024-02-29 23:50:00,Expensive,,
Petty Theft of Micro Mobility,Trolley ‐ Central Campus Station,"Secured electric scooter stolen, loss $500.00",2024-04-01 15:35:00,Expensive,32.878353,-117.231842
Petty Theft,Theatre District Drive,"Secured bicycle stolen, loss $250.00",2024-04-01 18:50:00,Expensive,32.8725215,-117.2405004
Grand Theft of Micro Mobility Device,Price Center,"Secured electric bicycle stolen, loss $1,500.00",2024-04-01 17:46:00,Low,32.8797205,-117.2361952
Petty Theft ‐ Micro Mobility Device,Center Hall,"Secured electric bicycle stolen, loss $500.00",2024-04-02 13:50:00,Expensive,32.8775468,-117.2374084
Petty Theft,Rita Atkinson,"Secured bicycle stolen, loss $190.00",2024-04-03 13:15:00,Expensive,32.872898,-117.2353067
Petty Theft,Atkinson Hall,"Secured electric scooter stolen, loss $213.35",2024-04-03 00:00:00,Expensive,32.8824069,-117.2348172
Petty Theft ‐ Micro Mobility Device,Social Sciences Building,"Secured electric scooter stolen, loss $270.00",2024-04-03 11:55:00,Expensive,,
Petty Theft,Thurgood Marshall,Secured electric scooter stolen; Loss $300,2024-04-05 20:00:00,Expensive,32.8837571,-117.2415999
Petty Theft,Otterson Hall,Secured stolen electric scooter; loss $300.00,2024-04-05 13:00:00,Expensive,32.8865929,-117.2411101
Petty Theft,Erc Footbridge,Subject seen checking bike locks,2024-04-05 22:18:00,Low,,
Petty Theft ‐ Micro Mobility Device,Seventh College East #1,"Secured electric scooter stolen, loss $400.00",2024-04-06 18:15:00,Expensive,32.8886055,-117.2422681
Petty Theft ‐ Micro Mobility Device,Seventh College West #7,"Secured electric bicycle stolen from 7th floor bike racks, loss $800.00",2024-04-07 17:30:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Social Sciences Building,"Secured electric scooter stolen, loss $400.00",2024-04-04 19:30:00,Expensive,,
Petty Theft/ Weapon Law Violation/ Probation Violation,Trolley ‐ Central Campus,Subject contacted for attempting to steal a secured bicycle and found in possession of a Billy,2024-04-08 19:59:00,Low,,
Grand Theft,Marshall Upper Apartments,"Electric scooter stolen, loss $1049.00",2024-04-09 19:00:00,Expensive,32.8833158,-117.2417072
Grand Theft ‐ Micro Mobility Device,Pines Dining Hall,"Secured electric scooter stolen, loss $999.00",2024-04-10 21:06:00,Expensive,32.8787816,-117.2425164
Petty Theft ‐ Micro Mobility Device,Ridge Walk Academic,Secured electric scooter stolen; loss $250.00,2024-04-09 18:30:00,Expensive,32.8816297,-117.2407435
Petty Theft,Trolley ‐ Central Campus Station,"Secured bicycle stolen, loss $300.00",2024-04-11 11:55:00,Expensive,32.878353,-117.231842
Petty Theft ‐ Micro Mobility Device,Trolley ‐ La Jolla Health Station,"Secured electric scooter stolen, loss 650.00",2024-04-07 14:15:00,Low,,
Petty Theft,Coast Graduate Housing,"Secured Bicycle Stolen, loss $50.00",2024-04-13 23:00:00,Medium,,
Petty Theft ‐ Micro Mobility Device,Pepper Canyon Apartments,"Secured electric bicycle stolen, loss $840.00",2024-04-14 23:00:00,Expensive,32.8775872,-117.2306142
Grand Theft,Argo Hall,"Secured bicycle stolen, loss $1,000.00",2024-04-15 00:00:00,Medium,32.8745162,-117.2416218
Grand Theft ‐ Micro Mobility Device,Earth Hall South,"Secured electric bicycle stolen, loss $2,500.00",2024-04-15 21:00:00,Expensive,32.8850022,-117.2428255
Petty Theft ‐ Micro Mobility Device,Pepper Canyon Hall,"Stolen electric scooter, loss $200.00",2024-04-16 13:30:00,Expensive,32.8783769,-117.2337607
Petty Theft ‐ Micro Mobility Device,"One Miramar Street, Building 4","Secured scooter stolen, loss $300.00",2024-04-19 22:00:00,Expensive,32.8737372,-117.2268607
Petty Theft,Torrey Pines Center ‐ South,"Secured bicycle stolen, loss $100.00",2024-04-19 00:00:00,Medium,32.8905271,-117.2430509
Petty Theft ‐ Motor Vehicle Theft,Innovation Lane,"Secured electric scooter stolen, loss $300.00",2024-04-20 18:15:00,Expensive,32.8792475,-117.2316562
Grand Theft ‐ Micro Mobility Device,Viento,"Secured electric scooter stolen, loss $2,500.00",2024-04-20 20:10:00,Expensive,,
Grand Theft ‐ Micro Mobility Device,Tenaya Hall,"Secured electric bicycle stolen, loss $900.00",2024-04-21 21:00:00,Expensive,32.8794203,-117.2428555
Grand Theft ‐ Micro Mobility Device,Conrad Prebys Music Center,"Secured electric bicycle stolen, loss $1,000.00",2024-04-20 06:00:00,Medium,32.8778953,-117.2347713
Petty Theft,Seventh College,"Secured bicycle stolen, loss $250.00",2024-04-17 09:00:00,Expensive,32.8879708,-117.2421264
Petty Theft,Neighborhood ‐ Coast Apartments,Reporting party tracking bicycle to Sports Arena area,2024-04-23 14:24:00,Low,32.8697562,-117.2474028
Petty Theft ‐ Micro Mobility Device,9515 Gilman Drive ‐ Bike Rack,"Secured electric scooter stolen, loss $275.00",2024-04-25 09:50:00,Expensive,32.8755876,-117.2355243
Petty Theft,"1 Miramar Street Complex, Between Building #1 & #2","Secured bicycle stolen, Loss $65.00",2024-04-25 12:36:00,Medium,32.8737372,-117.2268607
Petty Theft,Latin America Hall & North America Hall,"Victim's bicycle stolen, loss $200.00",2024-04-01 00:00:00,Expensive,,
Petty Theft,Applied Physics and Mathematics,"Secured electric scooter stolen, loss $280.00",2024-04-26 17:00:00,Expensive,32.8795424,-117.2411535
Petty Theft,Argo Hall,"Unknown suspect(s) stole victim's cell phone holder off his bicycle, loss $50.99",2024-04-26 18:57:00,Medium,32.8745162,-117.2416218
Petty Theft ‐ Micro Mobility Device,Gilman Drive,"Secured electric scooter stolen, loss $250.00",2024-04-27 17:10:00,Expensive,32.8648237,-117.2364128
Petty Theft,Warren Lecture Hall,"Secured bicycle stolen, loss $500.00",2024-04-28 17:00:00,Expensive,32.8805918,-117.2344208
Petty Theft of Micro Mobility Device,Main GYM,"Stolen electric scooter, will call back to make report",2024-04-28 19:02:00,Low,,
Petty Theft,"One Miramar Street, Building 1","Secured bicycle stolen, loss $900.00",2024-04-24 20:00:00,Expensive,32.8737372,-117.2268607
Petty Theft ‐ Micro Mobility Device,Cater Hall,"Secured electric scooter stolen, loss $520.00",2024-04-29 18:25:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Peterson Hall,"Secured electric bicycle stolen, loss $500.00",2024-04-29 22:24:00,Expensive,32.8799725,-117.2403292
Petty Theft ‐ Micro Mobility Device,Geisel Library,"Secured electric scooter stolen, loss $250.00",2024-04-29 21:10:00,Expensive,32.881092,-117.2375659
Petty Theft,Trolley ‐ Central Campus Station,"Secured electric scooter stolen, loss $479.00",2024-04-29 23:00:00,Expensive,32.878353,-117.231842
Petty Theft ‐ Micro Mobility Device,Geisel Library,"Secured electric scooter stolen, loss $500.00",2024-04-29 19:33:00,Expensive,32.881092,-117.2375659
Petty Theft ‐ Micro Mobility,Geisel Library,"Secured electric scooter stolen, loss $800.00",2024-04-29 22:30:00,Expensive,32.881092,-117.2375659
Petty Theft,Scholars Drive North,"Stolen bicycle, victim will file report online",2024-04-30 15:28:00,Low,32.8842874,-117.2424066
Petty Theft,Trolley ‐ Central Campus Station,"Secured electric scooter stolen, loss $750.00",2024-04-30 00:00:00,Expensive,32.878353,-117.231842
Petty Theft,Gilman Drive,"Secured bicycle stolen, loss $200.00",2024-05-02 11:30:00,Expensive,32.8648237,-117.2364128
Petty Theft - Micro Mobility Device/ Vandalism,Seventh College,"Secured electric bicycle stolen and lock damaged, loss $410.00",2024-05-02 18:00:00,Expensive,32.8879708,-117.2421264
Petty Theft - Micro Mobility Device,Matthews Apartments,"Secured electric scooter stolen, loss $800.00",2024-05-04 12:00:00,Expensive,32.878646,-117.2310505
Petty Theft - Micro Mobility Device,Preuss School,Unsecured electric scooter stolen; loss $450.00,2024-05-01 17:00:00,Expensive,32.8826135,-117.2220548
Petty Theft - Micro Mobility Device,9330 Eucalyptus Lane,"Secured electric scooter stolen, loss $900.00",2024-05-07 16:00:00,Expensive,32.8770573,-117.2399695
Petty Theft,Pepper Canyon Hall,"Secured electric scooter stolen, loss $537.00",2024-04-30 20:15:00,Expensive,32.8783769,-117.2337607
Petty Theft,Piedra Apartments,"Secured bicycle stolen, loss 800.00",2024-05-06 17:00:00,Low,,
Petty Theft,Jacobs Medical Center,"Secured bicycle stolen, loss $400.00",2024-05-08 13:00:00,Expensive,32.8777169,-117.2262295
Petty Theft - Micro Mobility Device,Trolley - Central Campus,Secured electric scooter; loss 600.00,2024-05-08 18:25:00,Low,,
Petty Theft,Geisel Library,"Secured electric scooter stolen, loss $700.00",2024-05-08 18:30:00,Expensive,32.881092,-117.2375659
Grand Theft - Micro Mobility Device,Seventh College East,"Secured electric scooter stolen, loss $2,000.00",2024-05-09 22:00:00,Expensive,32.8886055,-117.2422681
Petty Theft - Micro Mobility Device,Peterson Hall,"Secured electric scooter stolen, loss $470.00",2024-05-09 20:15:00,Expensive,32.8799725,-117.2403292
Petty Theft,Library Walk,"Secured bicycle stolen, loss $200.00",2024-04-22 19:00:00,Expensive,32.8787741,-117.2375612
Petty Theft,Parking Lot P701,Reporting party seen subject trying to steal a bike,2024-05-10 20:51:00,Low,32.8811379,-117.2273757
Petty Theft,Trolley - Central Campus Station,"Secured bicycle stolen, loss $700.00",2024-05-12 18:45:00,Expensive,32.878353,-117.231842
Petty Theft - Micro Mobility Device,Pepper Canyon Hall,"Electric scooter stolen from outside lecture hall, loss $400.00",2024-05-14 19:50:00,Expensive,32.8783769,-117.2337607
Grand Theft,Europe Hall,"Bicycle stolen from common area, loss $2000.00",2024-05-14 22:10:00,Expensive,32.8854422,-117.2434779
Grand Theft ‐ Micro Mobility Device,Trolley‐ Central Campus Station,"Secured electric bike stolen, loss $1000.00",2024-05-15 19:03:00,Expensive,32.878353,-117.231842
Petty Theft ‐ Micro Mobility Device,Pepper Canyon Hall,"Secured electric scooter stolen, loss $250.00",2024-05-17 14:50:00,Expensive,32.8783769,-117.2337607
Petty Theft ‐ Micro Mobility Device,UC San Diego Campus,"Per San Diego Police, parent's son got scooter stolen and tracked to Old Town",,Low,32.881168,-117.2343605
Petty Theft,Applied Physics and Mathematics,"Secured bicycle stolen, loss is $400.00",2024-05-17 17:20:00,Expensive,32.8795424,-117.2411535
Petty Theft ‐ Micro Mobility Device,Beagle Hall,"Electric scooter stolen, loss $800.00",2024-05-18 13:40:00,Expensive,32.874122,-117.2426029
Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,"Electric scooter stolen, loss $450.00",2024-05-18 18:05:00,Expensive,32.878353,-117.231842
Petty Theft,York Hall,"Secured bicycle stolen, loss $270.00",2024-05-19 15:00:00,Expensive,32.8745478,-117.2400077
Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,"Secured electric scooter stolen, loss $450.00",2024-05-19 21:00:00,Expensive,32.878353,-117.231842
Petty Theft,Franklin Antonio Hall,"Secured bicycle stolen, loss $175.00",2024-05-19 22:00:00,Expensive,32.8835013,-117.2349145
Grand Theft,Mesa Apartments ‐ South,"Secured electric bicycle stolen, loss $2,000",2024-05-19 22:00:00,Expensive,,
Petty Theft,Cala,"Unknown suspect(s) forcefully removed battery from victim's electric bicycle, loss $300.00",2024-05-18 18:00:00,Expensive,,
Petty Theft,Center Hall ‐ Outside Bike Rack,"Secured electric Scooter taken, loss $600.00",2024-05-21 11:00:00,Expensive,32.8778021,-117.2372517
Petty Theft,Center Hall,"Theft of an electric scooter, loss $500.00",2024-05-21 18:20:00,Expensive,32.8775468,-117.2374084
Petty Theft ‐ Micro Mobility Device,Halicioglu Data Science Institute,"Secured electric bike stolen, loss $350.00",2024-05-21 14:10:00,Expensive,32.8805631,-117.2338242
Petty Theft ‐ Micro Mobility Device,Pepper Canyon Hall,"Secured electric scooter stolen, loss $350.00",2024-05-22 17:50:00,Expensive,32.8783769,-117.2337607
Petty Theft ‐ Micro Mobility Device,RIMAC,"Secured electric scooter stolen, loss $400.00",2024-05-21 15:00:00,Expensive,32.8851041,-117.2404977
Petty Theft ‐ Micro Mobility Device,Geisel Library,"Secured electric bicycle stolen, loss $369.00",2024-05-23 21:00:00,Expensive,32.881092,-117.2375659
Grand Theft ‐ Micro Mobility Device,Kaleidoscope,"Unsecured electric bicycle stolen, loss $2,000.00",2024-05-23 16:30:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Ridge walk Academic Complex,"Unsecured electric scooter stolen, loss $479.00",2024-05-23 18:30:00,Expensive,32.8803878,-117.2410734
Petty Theft,Computer Science & Engineering Building,"Secured bicycle stolen, loss $300.00",2024-05-23 23:55:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Hopkins Drive,"Secured electric scooter stolen, loss $300.00",2024-05-27 23:00:00,Expensive,32.8862472,-117.2386908
Petty Theft,Douglas Hall ‐ Bike Rack,"Theft of of bicycle part, loss $700.00",2024-05-28 16:10:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Center Hall,"Unsecured electric scooter stolen, loss $350.00",2024-05-28 10:50:00,Expensive,32.8775468,-117.2374084
Petty Theft ‐ Micro Mobility Device,Brisa ‐ 4th Floor,"Secured electric scooter stolen, loss $700.00",2024-05-30 08:40:00,Expensive,,
Petty Theft,DIB Makerspace/ Lyman Lane,"Victim's unsecured Razor scooter and helmet stolen, loss $80.00",2024-05-30 13:55:00,Medium,32.8794117,-117.2322377
Petty Theft,RIMAC West Side,"Theft of Trek 10 speed bike, loss is $150.00",2024-05-31 13:50:00,Low,,
Petty Theft,Target Bike Racks,"Theft of a bike, loss is $138.16.",2024-05-31 17:00:00,Low,,
Petty Theft,Miramar Street,Between building 1 and 2 bike racks and multiple bikes stolen,2024-06-01 09:25:00,Low,32.8735076,-117.2238704
Grand Theft,Miramar Street,"Unknown suspect took a bicycle without owners permission, loss $1000",2024-06-01 12:52:00,Expensive,32.8735076,-117.2238704
Petty Theft,Miramar Street,"Unknown suspect stole bicycle, loss $73.00",2024-06-01 14:31:00,Medium,32.8735076,-117.2238704
Petty Theft,Miramar Street,"Bicycle wheel stolen from secured bicycle, Loss $200",2024-06-01 19:30:00,Expensive,32.8735076,-117.2238704
Petty Theft/ Obstruct Peace Officer/ Possess Burglary Tools,Argo Hall,Subject led officers in short foot pursuit after trying to steal a bicycle,2024-06-02 04:14:00,Low,32.8745162,-117.2416218
Grand Theft,Jacobs Hall,"Secured bicycle stolen, loss $1,000.00",2024-06-02 19:00:00,Medium,32.8816988,-117.2352306
Petty Theft,Starbucks,"Micro mobility device taken from the bike racks west of the Starbucks , loss is $600.00",2024-06-03 20:20:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Humanities &Social Sciences,"Secured electric scooter stolen, loss $350.00",2024-06-04 16:50:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,York Hall,"Secured electric scooter stolen, loss $500.00",2024-05-29 16:30:00,Expensive,32.8745478,-117.2400077
Petty Theft,Parking Lot P703,"Secured bicycle stolen, loss $420.00",2024-06-05 10:30:00,Expensive,32.8800007,-117.2205947
Petty Theft ‐ Micro Mobility Device,Peterson Hall,"Unsecured electric scooter stolen, loss $399.00",2024-05-29 14:45:00,Expensive,32.8799725,-117.2403292
Petty Theft,La Jolla Del Sol Apartments,"Stolen bicycle, loss $125.00",2024-06-07 17:00:00,Low,32.8655512,-117.2230338
Petty Theft ‐ Micro Mobility Device,Physics and Mathematics Building,"Secured electric scooter stolen, loss $550.00",2024-06-07 16:00:00,Expensive,,
Grand Theft ‐ Micro Mobility Device,Center Hall,"Secured electric scooter and electric scooter stolen, total loss $2,300.00",2024-06-08 10:00:00,Expensive,32.8775468,-117.2374084
Petty Theft of Micro Mobility Device,Galathea Hall,"Secured electric bicycle stolen, loss $650.00",2024-06-08 12:00:00,Expensive,32.8738934,-117.2416565
Petty Theft ‐ Micro Mobility Device,Design and Innovation Building,"Secured electric scooter stolen, loss $451.00",2024-06-08 23:50:00,Expensive,32.8794117,-117.2322377
Petty Theft ‐ Micro Mobility Device,Geisel Library,"Secured electric bicycle stolen, loss $300.00",2024-06-10 22:00:00,Expensive,32.881092,-117.2375659
Petty Theft ‐ Micro Mobility Device,RWAC,"Secured electric scooter stolen, loss $300.00",2024-06-10 18:00:00,Expensive,32.8803878,-117.2410734
Petty Theft ‐ Micro Mobility Device,Sixth Market,"Secured electric scooter stolen, loss $440.00",2024-06-10 15:00:00,Expensive,32.8800917,-117.2422501
Grand Theft,Parking Lot P418,"Subject contacted for stealing a bicycle, recovered amount $4,000.00",2024-06-10 09:08:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,"Secured electric scooter stolen, loss $750.00",2024-06-10 22:30:00,Expensive,32.878353,-117.231842
Petty Theft ‐ Micro Mobility Device,Geisel Library,"Secured e‐scooter stolen, loss $700.00",2024-06-10 22:00:00,Expensive,32.881092,-117.2375659
Petty Theft ‐ Micro Mobility Device,York Hall ‐ Bike Station,"Secured electric scooter stolen, loss $529.00",2024-06-11 13:00:00,Expensive,32.8745478,-117.2400077
Petty Theft‐ Micro Mobility Device,Mesa Apartments,"Unsecured electric scooter stolen from outside victim's apartment, loss $399.00",2024-06-07 18:00:00,Expensive,32.87382780000001,-117.2215649
Petty Theft,Nuevo East,"Secured bicycle stolen, loss $350.00",2024-06-11 12:00:00,Expensive,32.8746042,-117.2186842
Petty Theft ‐ Micro Mobility Device,Africa Hall,Theft of an unsecured e‐scooter; Loss $500.00,2024-05-09 18:00:00,Expensive,32.886143,-117.2434803
Petty Theft‐ Micro Mobility Device,Main Gymnasium,"Theft a secured electric bike taken, loss $600.00",2024-06-12 19:15:00,Expensive,32.8771494,-117.2412479
Petty Theft‐ Micro Mobility Device,Gilman Drive,Theft of Segway Ninebot scooter; Loss $600.00,2024-06-13 17:00:00,Expensive,32.8648237,-117.2364128
Petty Theft‐ Micro Mobility Device,Revelle Plaza,"Petty theft of as secured electric foldable mountain bike, Loss $850.00",2024-06-13 18:00:00,Expensive,32.8746881,-117.2409723
Petty Theft,UCSD Central Campus Station Bike Barn,Secured bike taken from the bike barn area and recovered on the next day,2024-06-18 18:00:00,Low,32.878353,-117.231842
Petty Theft,Structural & Material Engineering Building,"Secured bicycle stolen, loss 300.00",2024-06-05 10:00:00,Low,32.8800218,-117.2329402
Petty Theft,The Trove,"Secured bicycle stolen, loss $150.00",2024-06-27 15:04:00,Low,,
Petty Theft,Geisel Library,"bicycle parts taken from secured bicycle, loss $150.00",2024-06-27 14:00:00,Low,32.881092,-117.2375659
Petty Theft,Mesa Apartments Central,"Reporting party believes young child took their scooter, child and family have moved, requesting assistance from housing",2024-06-28 00:00:00,Low,32.87382780000001,-117.2215649
Petty Theft- Micro Mobility Device,Cala - 1st Floor Lobby,"Unsecured electric scooter stolen, loss unknown, no report desired",2024-07-03 16:32:00,Low,,
Petty Theft - Micro Mobility Device,School of Medicine Building 1,Secured electric scooter stolen; loss $350.00,2024-07-04 13:00:00,Expensive,32.8750311,-117.2341282
Petty Theft - Bicycle,Jacobs Medical Center,"Victim's bicycle stolen from back of building, amount of loss unknown",2024-07-03 16:00:00,Low,32.8777169,-117.2262295
Petty Theft - Micro Mobility Device,Kaleidoscope,"Unsecured electric scooter stolen, loss $799.00",2024-07-05 13:15:00,Expensive,,
Petty Theft,Stein Clinical Research Building,"Secured bicycle stolen, loss $150.00",2024-07-07 10:00:00,Low,32.875958,-117.2340132
Petty Theft - Micro Mobility Device,Mesa Verde Hall,"Secured e-scooter stolen, loss $600.00",2024-07-13 10:28:00,Expensive,32.8860192,-117.2414146
Grand Theft / Vandalism,Miramar Street,"Bike rack stolen off vehicle, loss $1,189.00",2024-07-15 15:30:00,Low,32.8735076,-117.2238704
Grand Theft - Micro Mobility Device,Biomedical Sciences Way,"Secured electric bike stolen, loss $1,200.00",2024-07-16 17:00:00,Low,32.8747731,-117.2366032
Grand Theft - Micro Mobility Device / Weapons Law Violation,Design and Innovation Lane,"Secured electric bicycle stolen, loss $3,500.00, and suspect found in possession of 9 oz. canister of peppery spray",2024-07-18 15:54:00,Expensive,32.8792475,-117.2316562
Petty Theft,Mayer Hall,"Victims's unattended headphones and scooter charger stolen from outside location, loss $400.00",2024-07-18 16:00:00,Expensive,32.8754409,-117.239888
Petty Theft - Micro Mobility Device,Target,"Secured electric scooter stolen, loss $100.00",2024-07-19 10:19:00,Medium,,
Petty Theft,Geisel Library,"Bike seat stolen, loss $40.00",2024-07-22 20:47:00,Low,32.881092,-117.2375659
Petty Theft,Mesa Apartments South,"Secured bicycle stolen, loss $400.00",2024-07-23 04:15:00,Expensive,,
Petty Theft - Micro Mobility Device,Mesa Apartments South,"Secured electric scooter stolen, loss $300.00",2024-07-23 12:45:00,Expensive,,
Petty Theft,Trolley - Central Campus Station,"Unknown suspect removed rear brake pads from victim's bicycle, loss $20.00",2024-07-27 10:00:00,Low,32.878353,-117.231842
Petty Theft,Trolley- Central Campus Station,Secured e-scooter stolen - loss $400.00,2029-07-28 17:00:00,Expensive,32.878353,-117.231842
Theft - Micro Mobility Device,York Hall,"Secured electric scooter stolen, loss $380.00",,Expensive,32.8745478,-117.2400077
Petty Theft,La Jolla Del Sol Apartments,"Secured bicycle stolen, loss $800.00",2024-08-01 20:00:00,Expensive,32.8655512,-117.2230338
Petty Theft,Central Mesa Apartments,"Tire stolen from secured bicycle, loss $75.00",2024-08-01 23:00:00,Medium,32.87382780000001,-117.2215649
Petty Theft- Micro Mobility Device,Douglas Apartments,"Secured electric scooter stolen, loss $200.00",2024-08-06 20:00:00,Expensive,,
Petty Theft- Micro Mobility Device,Harlan Hall,"Secured electric bike stolen, loss $600.00",2024-08-06 22:00:00,Expensive,32.8848017,-117.2323582
Petty Theft - Micro Mobility Device,Neighborhood - Warren,"Secured eletric scooter stolen, loss $400.00",2024-08-07 20:30:00,Expensive,,
Petty Theft- Micro Mobility Device,York Hall,"Secured electric scooter stolen, loss $420.00",2024-08-08 12:10:00,Expensive,32.8745478,-117.2400077
Petty Theft,3192 Biomedical Sciences Way,"Secured bicycle stolen, loss 600.00",2024-08-08 16:00:00,Low,32.8753679,-117.233678
Petty Theft - Micro Mobility Device/ Drug Law Violations/ Stay Away Order Issuance,Pepper Canyon Drive/ Voigt Drive,"Victim observed non-affiliate male suspect forcefully move SPIN electric scooter and attempt to board trolley, loss $430.00",2024-08-09 08:19:00,Expensive,32.8812707,-117.2292672
Grand Theft,Ola Parking,"Wheel stolen off victim's bicycle, loss $70.00",2024-08-09 19:30:00,Medium,,
Petty Theft - Micro Mobility Device,Pharmaceutical Sciences Building,"Secured electric bicycle stolen, loss $500.00",2024-08-09 13:30:00,Expensive,32.8744378,-117.2358516
Petty Theft - Micro Mobility Device,Geisel Library,"Secured electric bicycle stolen, loss $400.00",2024-08-12 19:42:00,Expensive,32.881092,-117.2375659
Grand Theft - Micro Mobility Device,Mandler Hall,"Secured electric bicycle stolen, loss $2000.00",2024-08-13 20:50:00,Expensive,32.8793034,-117.2421403
Petty Theft - Micro Mobility Device,Price Center Plaza,"Electric scooter stolen, loss $150.00",2024-08-14 09:30:00,Low,32.8794633,-117.2370359
Petty Theft - Micro Mobility Device,Black's Beach - Parking Lot,"Secured electric scooter stolen, loss $500.00",2024-08-14 18:00:00,Expensive,32.8906575,-117.2534656
Petty Theft,"1 Miramar Street, Building 1","Secured bicycle stolen, loss $500.00",2024-08-14 19:15:00,Expensive,32.8737372,-117.2268607
Petty Theft,Fan-Fan RW Academic Building,Secured bicycle stolen; loss $310.00,2024-08-15 20:30:00,Expensive,32.8800633,-117.2409288
